DepartamentoCodigo,Departamento,MunicipioCodigo,Municipio,AÒo,IRCA,Nivel de riesgo,IRCAurbano,Nivel de riesgo urbano,IRCArural,Nivel de riesgo rural
91,Amazonas,#TODOS,#TODOS,"2,024",7.2,Bajo riesgo,7.6,Bajo riesgo,2.4,Sin riesgo
91,Amazonas,91001,Leticia,"2,024",4.9,Sin riesgo,4.9,Sin riesgo,ND,ND
91,Amazonas,91540,Puerto NariÒo,"2,024",14.1,Riesgo medio,18.5,Riesgo medio,2.4,Sin riesgo
5,Antioquia,#TODOS,#TODOS,"2,024",5.2,Bajo riesgo,2.4,Sin riesgo,15.3,Riesgo medio
5,Antioquia,5001,Medell√≠n,"2,024",1.3,Sin riesgo,0.7,Sin riesgo,3,Sin riesgo
5,Antioquia,5002,Abejorral,"2,024",0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
5,Antioquia,5004,Abriaqu√≠,"2,024",7.2,Bajo riesgo,7.2,Bajo riesgo,ND,ND
5,Antioquia,5021,Alejandr√≠a,"2,024",3.2,Sin riesgo,3.2,Sin riesgo,ND,ND
5,Antioquia,5030,Amag√°,"2,024",40.6,Alto riesgo,0.4,Sin riesgo,62,Alto riesgo
5,Antioquia,5031,Amalfi,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5034,Andes,"2,024",1.6,Sin riesgo,0.3,Sin riesgo,8.4,Bajo riesgo
5,Antioquia,5036,Angel√≥polis,"2,024",19.7,Riesgo medio,0,Sin riesgo,61,Alto riesgo
5,Antioquia,5038,Angostura,"2,024",6.3,Bajo riesgo,0,Sin riesgo,16.3,Riesgo medio
5,Antioquia,5040,Anor√≠,"2,024",3.2,Sin riesgo,3.8,Sin riesgo,0.6,Sin riesgo
5,Antioquia,5042,Santa F√© de Antioquia,"2,024",6.3,Bajo riesgo,0.8,Sin riesgo,19.8,Riesgo medio
5,Antioquia,5044,Anz√°,"2,024",20.7,Riesgo medio,0.8,Sin riesgo,96.4,Inviable sanitariamente
5,Antioquia,5045,Apartad√≥,"2,024",2.9,Sin riesgo,0.4,Sin riesgo,13.8,Bajo riesgo
5,Antioquia,5051,Arboletes,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5055,Argelia,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
5,Antioquia,5059,Armenia,"2,024",0.6,Sin riesgo,0.6,Sin riesgo,ND,ND
5,Antioquia,5079,Barbosa,"2,024",9.5,Bajo riesgo,0.1,Sin riesgo,49,Alto riesgo
5,Antioquia,5086,Belmira,"2,024",5.2,Bajo riesgo,0.8,Sin riesgo,38.5,Alto riesgo
5,Antioquia,5088,Bello,"2,024",0.2,Sin riesgo,0.2,Sin riesgo,ND,ND
5,Antioquia,5091,Betania,"2,024",11.2,Bajo riesgo,0,Sin riesgo,26.9,Riesgo medio
5,Antioquia,5093,Betulia,"2,024",5.5,Bajo riesgo,0.4,Sin riesgo,26.9,Riesgo medio
5,Antioquia,5101,Ciudad Bol√≠var,"2,024",2.6,Sin riesgo,1.6,Sin riesgo,42.7,Alto riesgo
5,Antioquia,5107,Brice√±o,"2,024",1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
5,Antioquia,5113,Buritic√°,"2,024",0.3,Sin riesgo,0.3,Sin riesgo,ND,ND
5,Antioquia,5120,C√°ceres,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5125,Caicedo,"2,024",2.2,Sin riesgo,2.2,Sin riesgo,ND,ND
5,Antioquia,5129,Caldas,"2,024",3.7,Sin riesgo,2.2,Sin riesgo,57.6,Alto riesgo
5,Antioquia,5134,Campamento,"2,024",1.8,Sin riesgo,1.8,Sin riesgo,ND,ND
5,Antioquia,5138,Ca√±asgordas,"2,024",2.9,Sin riesgo,2.9,Sin riesgo,ND,ND
5,Antioquia,5142,Caracol√≠,"2,024",0.6,Sin riesgo,0.6,Sin riesgo,ND,ND
5,Antioquia,5145,Caramanta,"2,024",8.3,Bajo riesgo,1.1,Sin riesgo,89.4,Inviable sanitariamente
5,Antioquia,5147,Carepa,"2,024",1.4,Sin riesgo,0,Sin riesgo,32,Riesgo medio
5,Antioquia,5148,El Carmen de Viboral,"2,024",2.6,Sin riesgo,0.2,Sin riesgo,5.9,Bajo riesgo
5,Antioquia,5150,Carolina,"2,024",1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
5,Antioquia,5154,Caucasia,"2,024",0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
5,Antioquia,5172,Chigorod√≥,"2,024",0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
5,Antioquia,5190,Cisneros,"2,024",57.3,Alto riesgo,57.3,Alto riesgo,ND,ND
5,Antioquia,5197,Cocorn√°,"2,024",17.7,Riesgo medio,4.8,Sin riesgo,29.3,Riesgo medio
5,Antioquia,5206,Concepci√≥n,"2,024",1.5,Sin riesgo,1.5,Sin riesgo,ND,ND
5,Antioquia,5209,Concordia,"2,024",0.6,Sin riesgo,0.6,Sin riesgo,ND,ND
5,Antioquia,5212,Copacabana,"2,024",7.1,Bajo riesgo,1.7,Sin riesgo,14,Bajo riesgo
5,Antioquia,5234,Dabeiba,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
5,Antioquia,5237,Donmat√≠as,"2,024",5.4,Bajo riesgo,0.6,Sin riesgo,97.4,Inviable sanitariamente
5,Antioquia,5240,Eb√©jico,"2,024",9.1,Bajo riesgo,2.4,Sin riesgo,24.1,Riesgo medio
5,Antioquia,5250,El Bagre,"2,024",3.2,Sin riesgo,1.3,Sin riesgo,100,Inviable sanitariamente
5,Antioquia,5264,Entrerr√≠os,"2,024",13.9,Bajo riesgo,14.4,Riesgo medio,11.4,Bajo riesgo
5,Antioquia,5266,Envigado,"2,024",3.2,Sin riesgo,0.7,Sin riesgo,7.3,Bajo riesgo
5,Antioquia,5282,Fredonia,"2,024",0.7,Sin riesgo,0.9,Sin riesgo,0,Sin riesgo
5,Antioquia,5284,Frontino,"2,024",1.8,Sin riesgo,0.4,Sin riesgo,32.5,Riesgo medio
5,Antioquia,5306,Giraldo,"2,024",16.7,Riesgo medio,4.9,Sin riesgo,97.4,Inviable sanitariamente
5,Antioquia,5308,Girardota,"2,024",19.4,Riesgo medio,0.4,Sin riesgo,27.9,Riesgo medio
5,Antioquia,5310,G√≥mez Plata,"2,024",4.6,Sin riesgo,4.6,Sin riesgo,ND,ND
5,Antioquia,5313,Granada,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5315,Guadalupe,"2,024",0.9,Sin riesgo,0.9,Sin riesgo,0,Sin riesgo
5,Antioquia,5318,Guarne,"2,024",0.5,Sin riesgo,0.8,Sin riesgo,0.2,Sin riesgo
5,Antioquia,5321,Guatap√©,"2,024",1.8,Sin riesgo,1.9,Sin riesgo,0,Sin riesgo
5,Antioquia,5347,Heliconia,"2,024",6,Bajo riesgo,1.2,Sin riesgo,97.4,Inviable sanitariamente
5,Antioquia,5353,Hispania,"2,024",3.2,Sin riesgo,1.7,Sin riesgo,13.4,Bajo riesgo
5,Antioquia,5360,Itag√º√≠,"2,024",1.6,Sin riesgo,1,Sin riesgo,15.2,Riesgo medio
5,Antioquia,5361,Ituango,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5364,Jard√≠n,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
5,Antioquia,5368,Jeric√≥,"2,024",1.1,Sin riesgo,0.4,Sin riesgo,13.3,Bajo riesgo
5,Antioquia,5376,La Ceja,"2,024",8.9,Bajo riesgo,0.3,Sin riesgo,38.1,Alto riesgo
5,Antioquia,5380,La Estrella,"2,024",2.2,Sin riesgo,2.6,Sin riesgo,1.5,Sin riesgo
5,Antioquia,5390,La Pintada,"2,024",3.1,Sin riesgo,3.1,Sin riesgo,ND,ND
5,Antioquia,5400,La Uni√≥n,"2,024",9.3,Bajo riesgo,0,Sin riesgo,25.2,Riesgo medio
5,Antioquia,5411,Liborina,"2,024",23.4,Riesgo medio,0,Sin riesgo,79.1,Alto riesgo
5,Antioquia,5425,Maceo,"2,024",8.1,Bajo riesgo,1.2,Sin riesgo,53.1,Alto riesgo
5,Antioquia,5440,Marinilla,"2,024",5.5,Bajo riesgo,0.1,Sin riesgo,6.2,Bajo riesgo
5,Antioquia,5467,Montebello,"2,024",16.3,Riesgo medio,16.3,Riesgo medio,ND,ND
5,Antioquia,5480,Mutat√°,"2,024",0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
5,Antioquia,5483,NariÒo,"2,024",0.6,Sin riesgo,0.6,Sin riesgo,ND,ND
5,Antioquia,5490,Necocl√≠,"2,024",3.1,Sin riesgo,3.4,Sin riesgo,0,Sin riesgo
5,Antioquia,5495,Nech√≠,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
5,Antioquia,5501,Olaya,"2,024",1.5,Sin riesgo,1.4,Sin riesgo,1.5,Sin riesgo
5,Antioquia,5541,Pe√±ol,"2,024",0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
5,Antioquia,5543,Peque,"2,024",1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
5,Antioquia,5576,Pueblorrico,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
5,Antioquia,5579,Puerto Berr√≠o,"2,024",1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
5,Antioquia,5585,Puerto Nare,"2,024",8.9,Bajo riesgo,6.8,Bajo riesgo,16,Riesgo medio
5,Antioquia,5591,Puerto Triunfo,"2,024",6.4,Bajo riesgo,0.6,Sin riesgo,13.9,Bajo riesgo
5,Antioquia,5604,Remedios,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
5,Antioquia,5607,Retiro,"2,024",9.8,Bajo riesgo,0.9,Sin riesgo,16.3,Riesgo medio
5,Antioquia,5615,Rionegro,"2,024",5.9,Bajo riesgo,0.6,Sin riesgo,6.8,Bajo riesgo
5,Antioquia,5628,Sabanalarga,"2,024",3.1,Sin riesgo,3.1,Sin riesgo,ND,ND
5,Antioquia,5631,Sabaneta,"2,024",2.1,Sin riesgo,1.5,Sin riesgo,7.4,Bajo riesgo
5,Antioquia,5642,Salgar,"2,024",3.1,Sin riesgo,2.1,Sin riesgo,84.2,Inviable sanitariamente
5,Antioquia,5647,San Andr√©s de Cuerqu√≠a,"2,024",1.8,Sin riesgo,1.8,Sin riesgo,ND,ND
5,Antioquia,5649,San Carlos,"2,024",0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
5,Antioquia,5652,San Francisco,"2,024",3.2,Sin riesgo,3.8,Sin riesgo,0,Sin riesgo
5,Antioquia,5656,San Jer√≥nimo,"2,024",10.4,Bajo riesgo,0,Sin riesgo,53.2,Alto riesgo
5,Antioquia,5658,San Jos√© de La Monta√±a,"2,024",1.3,Sin riesgo,1.3,Sin riesgo,ND,ND
5,Antioquia,5659,San Juan de Urab√°,"2,024",3.2,Sin riesgo,3.2,Sin riesgo,ND,ND
5,Antioquia,5660,San Luis,"2,024",3.5,Sin riesgo,2.3,Sin riesgo,42,Alto riesgo
5,Antioquia,5664,San Pedro de Los Milagros,"2,024",1.7,Sin riesgo,0.1,Sin riesgo,5.6,Bajo riesgo
5,Antioquia,5665,San Pedro de Urab√°,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
5,Antioquia,5667,San Rafael,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5670,San Roque,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5674,San Vicente Ferrer,"2,024",3.4,Sin riesgo,0.2,Sin riesgo,12.5,Bajo riesgo
5,Antioquia,5679,Santa B√°rbara,"2,024",4.4,Sin riesgo,1.9,Sin riesgo,32.5,Riesgo medio
5,Antioquia,5686,Santa Rosa de Osos,"2,024",0.7,Sin riesgo,1,Sin riesgo,0,Sin riesgo
5,Antioquia,5690,Santo Domingo,"2,024",2.2,Sin riesgo,2.2,Sin riesgo,ND,ND
5,Antioquia,5697,El Santuario,"2,024",0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
5,Antioquia,5736,Segovia,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
5,Antioquia,5756,Sons√≥n,"2,024",2.3,Sin riesgo,0.7,Sin riesgo,35.4,Alto riesgo
5,Antioquia,5761,Sopetr√°n,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
5,Antioquia,5789,T√°mesis,"2,024",18.7,Riesgo medio,4.1,Sin riesgo,63.9,Alto riesgo
5,Antioquia,5790,Taraz√°,"2,024",0.3,Sin riesgo,0.3,Sin riesgo,0,Sin riesgo
5,Antioquia,5792,Tarso,"2,024",0.1,Sin riesgo,0.1,Sin riesgo,0,Sin riesgo
5,Antioquia,5809,Titirib√≠,"2,024",54.9,Alto riesgo,1.7,Sin riesgo,88.3,Inviable sanitariamente
5,Antioquia,5819,Toledo,"2,024",1.5,Sin riesgo,1.5,Sin riesgo,ND,ND
5,Antioquia,5837,Turbo,"2,024",1.4,Sin riesgo,1.5,Sin riesgo,0,Sin riesgo
5,Antioquia,5842,Uramita,"2,024",2.3,Sin riesgo,2.3,Sin riesgo,ND,ND
5,Antioquia,5847,Urrao,"2,024",5,Sin riesgo,0.3,Sin riesgo,70.8,Alto riesgo
5,Antioquia,5854,Valdivia,"2,024",1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
5,Antioquia,5856,Valpara√≠so,"2,024",0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
5,Antioquia,5858,Vegach√≠,"2,024",3.1,Sin riesgo,0.1,Sin riesgo,35.4,Alto riesgo
5,Antioquia,5861,Venecia,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
5,Antioquia,5885,Yal√≠,"2,024",1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
5,Antioquia,5887,Yarumal,"2,024",3.5,Sin riesgo,0.2,Sin riesgo,29.5,Riesgo medio
5,Antioquia,5890,Yolomb√≥,"2,024",0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
5,Antioquia,5893,Yond√≥,"2,024",0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
5,Antioquia,5895,Zaragoza,"2,024",96.5,Inviable sanitariamente,96.5,Inviable sanitariamente,ND,ND
81,Arauca,#TODOS,#TODOS,"2,024",5.7,Bajo riesgo,0.8,Sin riesgo,34.2,Riesgo medio
81,Arauca,81001,Arauca,"2,024",3.8,Sin riesgo,1.8,Sin riesgo,35.2,Alto riesgo
81,Arauca,81065,Arauquita,"2,024",8.1,Bajo riesgo,0,Sin riesgo,21.4,Riesgo medio
81,Arauca,81220,Cravo Norte,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
81,Arauca,81300,Fortul,"2,024",0.2,Sin riesgo,0.2,Sin riesgo,ND,ND
81,Arauca,81591,Puerto Rond√≥n,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
81,Arauca,81736,Saravena,"2,024",19.8,Riesgo medio,0.6,Sin riesgo,49.5,Alto riesgo
81,Arauca,81794,Tame,"2,024",1.9,Sin riesgo,1.9,Sin riesgo,ND,ND
88,"Archipielago de San AndrÈs, Providencia y Santa Catalina",#TODOS,#TODOS,"2,024",3.6,Sin riesgo,0.5,Sin riesgo,8.5,Bajo riesgo
88,"Archipielago de San AndrÈs, Providencia y Santa Catalina",88001,San AndrÈs,"2,024",3.6,Sin riesgo,0.5,Sin riesgo,8.5,Bajo riesgo
8,Atl·ntico,#TODOS,#TODOS,"2,024",1.1,Sin riesgo,0.3,Sin riesgo,7.5,Bajo riesgo
8,Atl·ntico,8001,Barranquilla,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8078,Baranoa,"2,024",4.5,Sin riesgo,0,Sin riesgo,36.1,Alto riesgo
8,Atl·ntico,8137,Campo de La Cruz,"2,024",4,Sin riesgo,3.7,Sin riesgo,9.2,Bajo riesgo
8,Atl·ntico,8141,Candelaria,"2,024",1.2,Sin riesgo,1.5,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8296,Galapa,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8372,Juan de Acosta,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8421,Luruaco,"2,024",6.9,Bajo riesgo,5.3,Bajo riesgo,9.4,Bajo riesgo
8,Atl·ntico,8433,Malambo,"2,024",6.5,Bajo riesgo,0,Sin riesgo,33.6,Riesgo medio
8,Atl·ntico,8436,Manat√≠,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8520,Palmar de Varela,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
8,Atl·ntico,8549,Pioj√≥,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8558,Polonuevo,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8560,Ponedera,"2,024",4.8,Sin riesgo,0,Sin riesgo,13.7,Bajo riesgo
8,Atl·ntico,8573,Puerto Colombia,"2,024",1.5,Sin riesgo,2.1,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8606,Repel√≥n,"2,024",1.7,Sin riesgo,0,Sin riesgo,6.5,Bajo riesgo
8,Atl·ntico,8634,Sabanagrande,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
8,Atl·ntico,8638,Sabanalarga,"2,024",2.5,Sin riesgo,0,Sin riesgo,4.9,Sin riesgo
8,Atl·ntico,8675,Santa Luc√≠a,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
8,Atl·ntico,8685,Santo Tom√°s,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
8,Atl·ntico,8758,Soledad,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
8,Atl·ntico,8770,Suan,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
8,Atl·ntico,8832,Tubar√°,"2,024",4.9,Sin riesgo,0,Sin riesgo,9.8,Bajo riesgo
8,Atl·ntico,8849,Usiacur√≠,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
11,"Bogot·, D.C.",11001,"Bogot·, D.C.","2,024",3.6,Sin riesgo,1.1,Sin riesgo,14.8,Riesgo medio
11,"Bogot·, D.C.",11001,"Bogot·, D.C.","2,024",3.6,Sin riesgo,1.1,Sin riesgo,14.8,Riesgo medio
13,BolÌvar,#TODOS,#TODOS,"2,024",11.3,Bajo riesgo,12.4,Bajo riesgo,6.5,Bajo riesgo
13,BolÌvar,13001,Cartagena de Indias,"2,024",2.8,Sin riesgo,2.9,Sin riesgo,2.4,Sin riesgo
13,BolÌvar,13006,Ach√≠,"2,024",22.8,Riesgo medio,22.8,Riesgo medio,ND,ND
13,BolÌvar,13030,Altos del Rosario,"2,024",66.8,Alto riesgo,66.8,Alto riesgo,ND,ND
13,BolÌvar,13042,Arenal,"2,024",13.8,Bajo riesgo,13.8,Bajo riesgo,ND,ND
13,BolÌvar,13052,Arjona,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
13,BolÌvar,13062,Arroyohondo,"2,024",11.3,Bajo riesgo,18.8,Riesgo medio,6.3,Bajo riesgo
13,BolÌvar,13074,Barranco de Loba,"2,024",36.8,Alto riesgo,41.3,Alto riesgo,32.3,Riesgo medio
13,BolÌvar,13140,Calamar,"2,024",12.1,Bajo riesgo,12.1,Bajo riesgo,ND,ND
13,BolÌvar,13160,Cantagallo,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
13,BolÌvar,13188,Cicuco,"2,024",11.7,Bajo riesgo,11.7,Bajo riesgo,ND,ND
13,BolÌvar,13212,CÛrdoba,"2,024",15.3,Riesgo medio,15.3,Riesgo medio,ND,ND
13,BolÌvar,13222,Clemencia,"2,024",34.9,Riesgo medio,34.9,Riesgo medio,ND,ND
13,BolÌvar,13244,El Carmen de BolÌvar,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
13,BolÌvar,13248,El Guamo,"2,024",38.9,Alto riesgo,41.2,Alto riesgo,0,Sin riesgo
13,BolÌvar,13300,Hatillo de Loba,"2,024",74.2,Alto riesgo,74.2,Alto riesgo,ND,ND
13,BolÌvar,13430,Magangu√©,"2,024",6.9,Bajo riesgo,3,Sin riesgo,13.9,Bajo riesgo
13,BolÌvar,13433,Mahates,"2,024",15.6,Riesgo medio,9.8,Bajo riesgo,29.8,Riesgo medio
13,BolÌvar,13440,Margarita,"2,024",74.1,Alto riesgo,74.1,Alto riesgo,ND,ND
13,BolÌvar,13442,Mar√≠a La Baja,"2,024",0.6,Sin riesgo,0,Sin riesgo,1.2,Sin riesgo
13,BolÌvar,13458,Montecristo,"2,024",10.8,Bajo riesgo,10.6,Bajo riesgo,12.5,Bajo riesgo
13,BolÌvar,13468,Santa Cruz de Mompox,"2,024",12.1,Bajo riesgo,12.1,Bajo riesgo,ND,ND
13,BolÌvar,13473,Morales,"2,024",5.5,Bajo riesgo,5.5,Bajo riesgo,ND,ND
13,BolÌvar,13490,Noros√≠,"2,024",14,Bajo riesgo,14,Bajo riesgo,ND,ND
13,BolÌvar,13549,Pinillos,"2,024",8.8,Bajo riesgo,8.8,Bajo riesgo,ND,ND
13,BolÌvar,13580,Regidor,"2,024",12.6,Bajo riesgo,12.6,Bajo riesgo,ND,ND
13,BolÌvar,13620,San Crist√≥bal,"2,024",18,Riesgo medio,18,Riesgo medio,ND,ND
13,BolÌvar,13647,San Estanislao,"2,024",12.6,Bajo riesgo,12.6,Bajo riesgo,ND,ND
13,BolÌvar,13650,San Fernando,"2,024",42.3,Alto riesgo,42.3,Alto riesgo,ND,ND
13,BolÌvar,13657,San Juan Nepomuceno,"2,024",33.3,Riesgo medio,ND,ND,33.3,Riesgo medio
13,BolÌvar,13670,San Pablo,"2,024",1.8,Sin riesgo,1.8,Sin riesgo,ND,ND
13,BolÌvar,13673,Santa Catalina,"2,024",36,Alto riesgo,36,Alto riesgo,ND,ND
13,BolÌvar,13683,Santa Rosa,"2,024",21.9,Riesgo medio,21.9,Riesgo medio,ND,ND
13,BolÌvar,13688,Santa Rosa del Sur,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
13,BolÌvar,13744,Simit√≠,"2,024",0.2,Sin riesgo,0.2,Sin riesgo,ND,ND
13,BolÌvar,13760,Soplaviento,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
13,BolÌvar,13780,Talaigua Nuevo,"2,024",26.6,Riesgo medio,26.6,Riesgo medio,ND,ND
13,BolÌvar,13810,Tiquisio,"2,024",56.6,Alto riesgo,56.6,Alto riesgo,ND,ND
13,BolÌvar,13836,Turbaco,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
13,BolÌvar,13838,Turbana,"2,024",0,Sin riesgo,0,Sin riesgo,0,Sin riesgo
13,BolÌvar,13873,Villanueva,"2,024",15.4,Riesgo medio,33.3,Riesgo medio,0,Sin riesgo
13,BolÌvar,13894,Zambrano,"2,024",15,Riesgo medio,11.2,Bajo riesgo,26.6,Riesgo medio
15,Boyac·,#TODOS,#TODOS,"2,024",7.5,Bajo riesgo,4.8,Sin riesgo,22,Riesgo medio
15,Boyac·,15001,Tunja,"2,024",2.9,Sin riesgo,0.8,Sin riesgo,10.9,Bajo riesgo
15,Boyac·,15022,Almeida,"2,024",16.5,Riesgo medio,3.1,Sin riesgo,32.5,Riesgo medio
15,Boyac·,15047,Aquitania,"2,024",8.5,Bajo riesgo,9.1,Bajo riesgo,6.2,Bajo riesgo
15,Boyac·,15051,Arcabuco,"2,024",2.5,Sin riesgo,2.5,Sin riesgo,ND,ND
15,Boyac·,15087,Bel√©n,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
15,Boyac·,15090,Berbeo,"2,024",40.7,Alto riesgo,29.2,Riesgo medio,69.4,Alto riesgo
15,Boyac·,15092,Bet√©itiva,"2,024",1.3,Sin riesgo,1.3,Sin riesgo,ND,ND
15,Boyac·,15097,Boavita,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
15,Boyac·,15104,Boyac·,"2,024",8.2,Bajo riesgo,8.2,Bajo riesgo,ND,ND
15,Boyac·,15106,Brice√±o,"2,024",27.3,Riesgo medio,1.5,Sin riesgo,72.3,Alto riesgo
15,Boyac·,15109,Buenavista,"2,024",0,Sin riesgo,0,Sin riesgo,ND,ND
15,Boyac·,15114,Busbanz√°,"2,024",6.1,Bajo riesgo,6.1,Bajo riesgo,ND,ND
15,Boyac·,15131,Caldas,"2,024",50.6,Alto riesgo,31.6,Riesgo medio,94.9,Inviable sanitariamente
15,Boyac·,15135,Campohermoso,"2,024",14.4,Riesgo medio,17.5,Riesgo medio,8.3,Bajo riesgo
15,Boyac·,15162,Cerinza,"2,024",9.7,Bajo riesgo,9.7,Bajo riesgo,ND,ND
15,Boyac·,15172,Chinavita,"2,024",8.8,Bajo riesgo,8.8,Bajo riesgo,ND,ND
15,Boyac·,15176,Chiquinquir√°,"2,024",4.6,Sin riesgo,4.6,Sin riesgo,ND,ND
15,Boyac·,15180,Chiscas,"2,024",5,Sin riesgo,5,Sin riesgo,ND,ND
15,Boyac·,15183,Chita,"2,024",16,Riesgo medio,9.8,Bajo riesgo,23.7,Riesgo medio
15,Boyac·,15185,Chitaraque,"2,024",5.1,Bajo riesgo,2.8,Sin riesgo,10.7,Bajo riesgo
15,Boyac·,15187,Chivat√°,"2,024",3.6,Sin riesgo,0,Sin riesgo,9.1,Bajo riesgo
15,Boyac·,15189,Ci√©nega,"2,024",7,Bajo riesgo,7,Bajo riesgo,ND,ND
15,Boyac·,15204,C√≥mbita,"2,024",1,Sin riesgo,1,Sin riesgo,ND,ND
15,Boyac·,15212,Coper,"2,024",11.7,Bajo riesgo,1.2,Sin riesgo,74.4,Alto riesgo
15,Boyac·,15215,Corrales,"2,024",29,Riesgo medio,22.6,Riesgo medio,38,Alto riesgo
15,Boyac·,15218,Covarach√≠a,"2,024",1.3,Sin riesgo,1.3,Sin riesgo,ND,ND
15,Boyac·,15223,Cubar√°,"2,024",24.2,Riesgo medio,0.1,Sin riesgo,43.9,Alto riesgo
15,Boyac·,15224,Cucaita,"2,024",16,Riesgo medio,13.6,Bajo riesgo,24.3,Riesgo medio
15,Boyac·,15226,Cu√≠tiva,"2,024",7.1,Bajo riesgo,6.4,Bajo riesgo,9.3,Bajo riesgo
15,Boyac·,15232,Ch√≠quiza,"2,024",7.2,Bajo riesgo,ND,ND,7.2,Bajo riesgo
15,Boyac·,15236,Chivor,"2,024",5.8,Bajo riesgo,5.8,Bajo riesgo,ND,ND
15,Boyac·,15238,Duitama,"2,024",1.3,Sin riesgo,1.4,Sin riesgo,0.4,Sin riesgo
15,Boyac·,15244,El Cocuy,"2,024",0.2,Sin riesgo,0.2,Sin riesgo,0,Sin riesgo
15,Boyac·,15248,El Espino,"2,024",5.3,Bajo riesgo,5.3,Bajo riesgo,ND,ND
15,Boyac·,15272,Firavitoba,"2,024",4.5,Sin riesgo,4.5,Sin riesgo,ND,ND
15,Boyac·,15276,Floresta,"2,024",7.2,Bajo riesgo,4.5,Sin riesgo,12.6,Bajo riesgo
15,Boyac·,15293,Gachantiv√°,"2,024",4.4,Sin riesgo,4.4,Sin riesgo,ND,ND
15,Boyac·,15296,G√°meza,"2,024",19.5,Riesgo medio,19.5,Riesgo medio,ND,ND
15,Boyac·,15299,Garagoa,"2,024",6.7,Bajo riesgo,7.8,Bajo riesgo,0,Sin riesgo
15,Boyac·,15317,Guacamayas,"2,024",3.7,Sin riesgo,3.7,Sin riesgo,ND,ND
15,Boyac·,15322,Guateque,"2,024",8.6,Bajo riesgo,8.6,Bajo riesgo,ND,ND
